38.365036,-76.536566,2017-06-15,18:59:23
38.365038,-76.536573,2017-06-15,18:59:24
38.365036,-76.536576,2017-06-15,18:59:25
38.365015,-76.536568,2017-06-15,18:59:26
38.365011,-76.536570,2017-06-15,18:59:27
38.365016,-76.536568,2017-06-15,18:59:28
38.365016,-76.536566,2017-06-15,18:59:29
38.365020,-76.536568,2017-06-15,18:59:30
38.365030,-76.536573,2017-06-15,18:59:31
38.365036,-76.536576,2017-06-15,18:59:32
38.365041,-76.536576,2017-06-15,18:59:33
38.365048,-76.536578,2017-06-15,18:59:34
38.365053,-76.536580,2017-06-15,18:59:35
38.365056,-76.536578,2017-06-15,18:59:36
38.365060,-76.536578,2017-06-15,18:59:37
38.365061,-76.536576,2017-06-15,18:59:38
38.365060,-76.536575,2017-06-15,18:59:39
38.365086,-76.536570,2017-06-15,18:59:40
38.365120,-76.536558,2017-06-15,18:59:41
38.365110,-76.536556,2017-06-15,18:59:42
38.365105,-76.536560,2017-06-15,18:59:43
38.365106,-76.536560,2017-06-15,18:59:44
38.365106,-76.536558,2017-06-15,18:59:45
38.365105,-76.536558,2017-06-15,18:59:46
38.365103,-76.536558,2017-06-15,18:59:47
38.365103,-76.536560,2017-06-15,18:59:48
38.365100,-76.536560,2017-06-15,18:59:49
38.365096,-76.536561,2017-06-15,18:59:50
38.365093,-76.536561,2017-06-15,18:59:51
38.365091,-76.536561,2017-06-15,18:59:52
38.365090,-76.536563,2017-06-15,18:59:53
38.365090,-76.536565,2017-06-15,18:59:54
38.365090,-76.536563,2017-06-15,18:59:55
38.365090,-76.536563,2017-06-15,18:59:56
38.365090,-76.536563,2017-06-15,18:59:57
38.365090,-76.536563,2017-06-15,18:59:58
38.365090,-76.536563,2017-06-15,18:59:59
38.365090,-76.536563,2017-06-15,19:00:00
38.365090,-76.536563,2017-06-15,19:00:01
38.365090,-76.536563,2017-06-15,19:00:02
38.365090,-76.536563,2017-06-15,19:00:03
38.365090,-76.536563,2017-06-15,19:00:04
38.365090,-76.536563,2017-06-15,19:00:05
38.365090,-76.536563,2017-06-15,19:00:06
38.365090,-76.536563,2017-06-15,19:00:07
38.365090,-76.536563,2017-06-15,19:00:08
38.365090,-76.536563,2017-06-15,19:00:09
38.365090,-76.536563,2017-06-15,19:00:10
38.365090,-76.536563,2017-06-15,19:00:11
38.365090,-76.536563,2017-06-15,19:00:12
38.365090,-76.536563,2017-06-15,19:00:13
38.365090,-76.536563,2017-06-15,19:00:14
38.365090,-76.536563,2017-06-15,19:00:15
38.365090,-76.536563,2017-06-15,19:00:16
38.365090,-76.536563,2017-06-15,19:00:17
38.365090,-76.536563,2017-06-15,19:00:18
38.365090,-76.536563,2017-06-15,19:00:19
38.365090,-76.536563,2017-06-15,19:00:20
38.365090,-76.536563,2017-06-15,19:00:21
38.365090,-76.536563,2017-06-15,19:00:22
38.365090,-76.536563,2017-06-15,19:00:23
38.365091,-76.536565,2017-06-15,19:00:24
38.365091,-76.536568,2017-06-15,19:00:25
38.365090,-76.536575,2017-06-15,19:00:26
38.365086,-76.536578,2017-06-15,19:00:27
38.365080,-76.536586,2017-06-15,19:00:28
38.365076,-76.536588,2017-06-15,19:00:29
38.365075,-76.536590,2017-06-15,19:00:30
38.365076,-76.536590,2017-06-15,19:00:31
38.365080,-76.536586,2017-06-15,19:00:32
38.365080,-76.536581,2017-06-15,19:00:33
38.365071,-76.536583,2017-06-15,19:00:34
38.365066,-76.536590,2017-06-15,19:00:35
38.365065,-76.536595,2017-06-15,19:00:36
38.365063,-76.536600,2017-06-15,19:00:37
38.365063,-76.536608,2017-06-15,19:00:38
38.365065,-76.536605,2017-06-15,19:00:39
38.365065,-76.536600,2017-06-15,19:00:40
38.365065,-76.536600,2017-06-15,19:00:41
38.365066,-76.536610,2017-06-15,19:00:42
38.365070,-76.536631,2017-06-15,19:00:43
38.365080,-76.536661,2017-06-15,19:00:44
38.365091,-76.536695,2017-06-15,19:00:45
38.365106,-76.536731,2017-06-15,19:00:46
38.365121,-76.536765,2017-06-15,19:00:47
38.365138,-76.536795,2017-06-15,19:00:48
38.365151,-76.536823,2017-06-15,19:00:49
38.365163,-76.536851,2017-06-15,19:00:50
38.365173,-76.536878,2017-06-15,19:00:51
38.365181,-76.536905,2017-06-15,19:00:52
38.365190,-76.536936,2017-06-15,19:00:53
38.365200,-76.536970,2017-06-15,19:00:54
38.365210,-76.537005,2017-06-15,19:00:55
38.365218,-76.537038,2017-06-15,19:00:56
38.365230,-76.537073,2017-06-15,19:00:57
38.365241,-76.537108,2017-06-15,19:00:58
38.365253,-76.537140,2017-06-15,19:00:59
38.365263,-76.537173,2017-06-15,19:01:00
38.365273,-76.537206,2017-06-15,19:01:01
38.365285,-76.537241,2017-06-15,19:01:02
38.365290,-76.537261,2017-06-15,19:01:03
38.365293,-76.537270,2017-06-15,19:01:04
38.365295,-76.537263,2017-06-15,19:01:05
38.365295,-76.537246,2017-06-15,19:01:06
38.365291,-76.537221,2017-06-15,19:01:07
38.365286,-76.537186,2017-06-15,19:01:08
38.365280,-76.537153,2017-06-15,19:01:09
38.365271,-76.537121,2017-06-15,19:01:10
38.365265,-76.537093,2017-06-15,19:01:11
38.365258,-76.537063,2017-06-15,19:01:12
38.365255,-76.537033,2017-06-15,19:01:13
38.365251,-76.537001,2017-06-15,19:01:14
38.365250,-76.536970,2017-06-15,19:01:15
38.365248,-76.536936,2017-06-15,19:01:16
38.365246,-76.536905,2017-06-15,19:01:17
38.365243,-76.536871,2017-06-15,19:01:18
38.365240,-76.536838,2017-06-15,19:01:19
38.365235,-76.536810,2017-06-15,19:01:20
38.365228,-76.536780,2017-06-15,19:01:21
38.365225,-76.536751,2017-06-15,19:01:22
38.365220,-76.536721,2017-06-15,19:01:23
38.365216,-76.536693,2017-06-15,19:01:24
38.365215,-76.536663,2017-06-15,19:01:25
38.365210,-76.536631,2017-06-15,19:01:26
38.365205,-76.536601,2017-06-15,19:01:27
38.365201,-76.536571,2017-06-15,19:01:28
38.365196,-76.536540,2017-06-15,19:01:29
38.365190,-76.536508,2017-06-15,19:01:30
38.365183,-76.536478,2017-06-15,19:01:31
38.365180,-76.536446,2017-06-15,19:01:32
38.365176,-76.536411,2017-06-15,19:01:33
38.365171,-76.536375,2017-06-15,19:01:34
38.365166,-76.536341,2017-06-15,19:01:35
38.365163,-76.536310,2017-06-15,19:01:36
38.365160,-76.536276,2017-06-15,19:01:37
38.365156,-76.536243,2017-06-15,19:01:38
38.365153,-76.536208,2017-06-15,19:01:39
38.365148,-76.536173,2017-06-15,19:01:40
38.365143,-76.536138,2017-06-15,19:01:41
38.365138,-76.536105,2017-06-15,19:01:42
38.365135,-76.536073,2017-06-15,19:01:43
38.365128,-76.536041,2017-06-15,19:01:44
38.365123,-76.536008,2017-06-15,19:01:45
38.365120,-76.535973,2017-06-15,19:01:46
38.365116,-76.535941,2017-06-15,19:01:47
38.365113,-76.535908,2017-06-15,19:01:48
38.365108,-76.535876,2017-06-15,19:01:49
38.365105,-76.535848,2017-06-15,19:01:50
38.365101,-76.535820,2017-06-15,19:01:51
38.365096,-76.535786,2017-06-15,19:01:52
38.365090,-76.535755,2017-06-15,19:01:53
38.365086,-76.535725,2017-06-15,19:01:54
38.365081,-76.535690,2017-06-15,19:01:55
38.365076,-76.535653,2017-06-15,19:01:56
38.365073,-76.535620,2017-06-15,19:01:57
38.365070,-76.535586,2017-06-15,19:01:58
38.365066,-76.535550,2017-06-15,19:01:59
38.365063,-76.535513,2017-06-15,19:02:00
38.365058,-76.535480,2017-06-15,19:02:01
38.365053,-76.535446,2017-06-15,19:02:02
38.365048,-76.535413,2017-06-15,19:02:03
38.365045,-76.535385,2017-06-15,19:02:04
38.365040,-76.535355,2017-06-15,19:02:05
38.365036,-76.535326,2017-06-15,19:02:06
38.365036,-76.535296,2017-06-15,19:02:07
38.365041,-76.535273,2017-06-15,19:02:08
38.365056,-76.535255,2017-06-15,19:02:09
38.365076,-76.535241,2017-06-15,19:02:10
38.365098,-76.535230,2017-06-15,19:02:11
38.365120,-76.535223,2017-06-15,19:02:12
38.365141,-76.535220,2017-06-15,19:02:13
38.365161,-76.535218,2017-06-15,19:02:14
38.365178,-76.535218,2017-06-15,19:02:15
38.365190,-76.535225,2017-06-15,19:02:16
38.365196,-76.535241,2017-06-15,19:02:17
38.365201,-76.535268,2017-06-15,19:02:18
38.365205,-76.535296,2017-06-15,19:02:19
38.365206,-76.535326,2017-06-15,19:02:20
38.365208,-76.535360,2017-06-15,19:02:21
38.365211,-76.535391,2017-06-15,19:02:22
38.365215,-76.535425,2017-06-15,19:02:23
38.365220,-76.535458,2017-06-15,19:02:24
38.365225,-76.535491,2017-06-15,19:02:25
38.365230,-76.535526,2017-06-15,19:02:26
38.365235,-76.535561,2017-06-15,19:02:27
38.365240,-76.535595,2017-06-15,19:02:28
38.365245,-76.535630,2017-06-15,19:02:29
38.365250,-76.535665,2017-06-15,19:02:30
38.365255,-76.535700,2017-06-15,19:02:31
38.365258,-76.535733,2017-06-15,19:02:32
38.365261,-76.535768,2017-06-15,19:02:33
38.365265,-76.535801,2017-06-15,19:02:34
38.365270,-76.535835,2017-06-15,19:02:35
38.365273,-76.535866,2017-06-15,19:02:36
